RA,IAA,IEG,IPS,IDA,IPV,IAN,INDE,Fase,Pedra,Idade,Gênero,Atingiu PV,IPP,Escola,Ano,Tipo_Escola,Risco_Defasagem,delta_IDA,is_new
RA-247,0.0,8.306595365666666,6.26,4.333333333333333,8.5875,10.0,6.646485739800001,4B,Agata,14.0,Feminino,,7.75,EE Loris Nassif Mattar Profa,2024,Pública,0,-2.866666666666667,0
RA-248,9.2,7.6,7.5,5.2,7.292,10.0,7.429,3,,13.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-249,6.7,7.4,5.0,2.9,4.292,5.0,5.097,3,Ágata,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-249,0.0,8.2,5.0,4.9,6.545,5.0,5.444625,FASE 3,Quartzo,,Masculino,,5.15625,,2023,Privada,1,2.0000000000000004,0
RA-249,7.083,6.645021645,5.0,5.0,7.064,5.0,6.125104328999999,4F,Agata,16.0,Masculino,,6.75,EE Paschoal Carlos Magno,2024,Pública,1,0.09999999999999964,0
RA-25,8.3,8.3,8.8,6.9,9.667,5.0,7.979,6,,17.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-25,,,,,,10.0,,FASE 8,,18.0,Feminino,,,,2023,Privada,0,0.0,0
RA-25,,0.0,,,,10.0,,8E,,19.0,Feminino,,,Universidade Santo Amaro (UNISA),2024,Privada,0,0.0,0
RA-250,8.3,8.6,7.5,6.6,7.625,10.0,7.958,3,,12.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-250,0.0,9.3,5.63,8.3,8.625,10.0,7.598208333,FASE 3,Ametista,13.0,Feminino,,7.96875,,2023,Privada,0,1.700000000000001,0
RA-250,9.168,9.629629629666667,6.88,9.166666666666666,8.95,10.0,9.049892592566668,4H,Topázio,14.0,Feminino,,8.958333333,Colégio Arco Íris Evolução,2024,Privada,0,0.8666666666666654,0
RA-251,10.0,8.1,5.6,6.3,6.625,5.0,7.022,3,Ametista,15.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-251,9.6,8.0,2.52,5.3,7.835,5.0,6.665208333,FASE 4,Agata,,Masculino,,7.34375,,2023,Privada,1,-1.0,0
RA-251,8.751,8.612836439,5.63,4.5,7.326666667,5.0,6.7135006212,5N,Agata,16.0,Masculino,,6.875,EE Maria André Schunck Dona,2024,Pública,1,-0.7999999999999998,0
RA-252,9.2,2.8,7.5,0.9,3.875,5.0,4.277,3,Ágata,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-253,9.2,3.6,5.0,1.8,3.75,5.0,4.312,3,Ágata,15.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-254,10.0,7.4,5.6,5.3,6.917,5.0,6.715,3,Ametista,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-254,9.6,8.8,,5.9,7.71,5.0,,FASE 4,,15.0,Masculino,,7.8125,,2023,Privada,1,0.6000000000000005,0
RA-255,7.5,3.8,5.0,1.3,5.542,5.0,4.563,3,Quartzo,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-256,8.8,8.5,5.0,5.2,6.708,10.0,7.192,3,Ametista,12.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-257,0.0,6.4,5.6,3.6,6.708,5.0,5.149,3,Ametista,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-258,10.0,7.3,5.6,4.8,6.125,10.0,6.926,3,Ametista,12.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-258,7.084,6.944444444333333,7.51,2.5,6.732,10.0,6.429063888866667,3H,Agata,13.0,Feminino,,7.34375,EE João Ortiz Rodrigues,2024,Pública,0,-2.3,0
RA-259,8.8,2.9,7.5,0.9,4.625,2.5,4.182,3,Quartzo,16.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-26,9.6,8.8,10.0,8.0,10.0,5.0,8.677,6,,17.0,Masculino,Sim,,,2022,Privada,1,0.0,1
RA-26,0.0,,7.52,,,5.0,,FASE 7,,,Masculino,,,,2023,Privada,1,0.0,0
RA-26,,0.0,,,,10.0,,8F,,19.0,Masculino,,,Faculdade FIAP,2024,Privada,0,0.0,0
RA-260,10.0,8.2,7.5,5.0,6.458,10.0,7.44,3,Topázio,13.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-260,9.2,9.9,7.52,6.1,7.4175,10.0,8.080008333,FASE 3,Topázio,,Feminino,,7.34375,,2023,Privada,0,1.0999999999999996,0
RA-260,8.751,9.674603174666666,7.51,7.0,8.502,10.0,8.448920634933334,4F,Topázio,15.0,Feminino,,7.875,EE João Ortiz Rodrigues,2024,Pública,0,0.9000000000000004,0
RA-261,8.8,7.2,5.6,5.8,7.042,5.0,6.763,3,Ágata,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-262,0.0,5.8,5.6,3.4,5.625,5.0,4.786,3,,15.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-262,0.0,3.7,5.0,3.8,6.05,5.0,4.406458333,FASE 4,Quartzo,,Masculino,,7.03125,,2023,Privada,1,0.3999999999999999,0
RA-262,7.917,4.854560643666667,7.51,4.166666666666667,6.296,5.0,5.806145462066667,4F,Quartzo,17.0,Masculino,,7.0,Colégio Nogueira e Sonho de Criança,2024,Privada,1,0.36666666666666714,0
RA-263,5.8,5.6,7.5,3.7,4.417,5.0,5.319,3,Ágata,15.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-264,10.0,9.2,5.6,5.8,6.625,5.0,7.087,3,,15.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-265,8.3,7.7,7.5,6.9,7.917,10.0,7.926,3,Ametista,13.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-265,8.3,8.7,,7.0,7.88,10.0,,FASE 4,,14.0,Masculino,,7.96875,,2023,Privada,0,0.09999999999999964,0
RA-266,7.5,5.8,5.6,6.0,6.583,2.5,5.987,3,Quartzo,16.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-267,10.0,7.4,5.0,3.3,6.292,5.0,6.012,3,Ágata,15.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-267,7.9,7.7,,2.7,6.505,5.0,,FASE 4,,16.0,Feminino,,4.6875,,2023,Privada,1,-0.5999999999999996,0
RA-267,10.002,8.285533910333333,6.26,2.0,6.273333333,5.0,5.8963067819666675,5G,Quartzo,17.0,Feminino,,4.583333333,EE Leonice de Aquino Oliveira,2024,Pública,1,-0.7000000000000002,0
RA-268,9.2,6.7,6.3,5.7,7.208,5.0,6.695,3,,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-269,9.2,8.6,6.3,8.9,7.25,10.0,8.231,3,,13.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-269,9.6,9.0,2.52,7.4,8.7975,10.0,8.116041667,FASE 4,Topázio,14.0,Masculino,,8.59375,,2023,Privada,0,-1.5,0
RA-269,9.168,9.6,7.505,8.200000000000001,7.5,10.0,8.4773,7E,Topázio,15.0,Masculino,,7.5,FIAP School - SP,2024,Privada,0,0.8000000000000007,0
RA-27,0.0,7.6,8.1,8.0,9.111,5.0,7.124,6,Topázio,17.0,Masculino,Sim,,,2022,Privada,1,0.0,1
RA-27,6.7,7.7,6.89,6.9,8.8825,10.0,7.921266667,FASE 7,Ametista,,Masculino,,8.625,,2023,Privada,0,-1.0999999999999996,0
RA-27,,0.0,,,,10.0,,8F,,18.0,Masculino,,,Faculdade FIAP,2024,Privada,0,0.0,0
RA-270,8.3,8.4,6.9,7.9,8.125,10.0,8.226,3,Ametista,13.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-270,9.2,9.0,2.52,6.6,9.1275,10.0,7.982633333,FASE 4,Ametista,14.0,Feminino,,8.75,,2023,Privada,0,-1.3000000000000007,0
RA-270,9.168,0.0,6.2575,0.0,7.5,10.0,4.79255,7E,Quartzo,15.0,Feminino,,7.5,Colégio Albert Einstein - SP,2024,Privada,0,-6.6,0
RA-271,9.2,8.5,5.6,7.1,6.958,5.0,7.255,3,,15.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-271,0.0,9.3,2.52,5.9,7.7125,5.0,6.140333333,FASE 4,Agata,16.0,Feminino,,8.125,,2023,Privada,1,-1.1999999999999993,0
RA-271,9.168,8.958333333333334,6.26,7.333333333333333,6.7475,5.0,7.400633333333334,5M,Ametista,17.0,Feminino,,7.5,EE Donizetti Aparecido Leite Professor,2024,Pública,1,1.4333333333333327,0
RA-272,9.2,5.7,7.5,5.1,6.417,5.0,6.361,3,,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-273,9.2,5.3,7.5,3.0,5.833,5.0,5.679,3,Ametista,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-273,7.9,7.4,2.52,5.0,7.6275,5.0,6.337116667,FASE 3,Agata,14.0,Feminino,,7.8125,,2023,Privada,1,2.0,0
RA-273,9.168,7.323153899,6.26,4.5,6.896,5.0,6.5991307798,4N,Agata,16.0,Feminino,,8.125,EE Maria André Schunck Dona,2024,Pública,1,-0.5,0
RA-274,7.9,8.3,7.5,8.1,7.0,10.0,7.946,3,Ametista,11.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-274,7.5,9.5,5.63,7.5,8.295,10.0,8.137625,FASE 4,Topázio,12.0,Feminino,,7.65625,,2023,Privada,0,-0.5999999999999996,0
RA-274,8.334,9.648148147999999,5.635,9.333333333333334,8.226666667,10.0,8.651029629666667,5L,Topázio,13.0,Feminino,,8.125,Colégio Arco Íris Evolução,2024,Privada,0,1.833333333333334,0
RA-275,9.6,6.9,7.5,4.6,6.667,5.0,6.665,3,Quartzo,15.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-276,7.1,5.7,5.6,4.3,5.125,5.0,5.527,3,Ágata,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-276,6.3,8.5,2.52,5.5,6.585,10.0,6.690458333,FASE 4,Agata,,Feminino,,7.03125,,2023,Privada,0,1.2000000000000002,0
RA-277,7.1,8.8,7.5,7.4,7.208,5.0,7.411,3,,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-277,8.3,9.9,7.52,5.5,8.7525,5.0,7.7284,FASE 4,Ametista,,Masculino,,8.125,,2023,Privada,1,-1.9000000000000004,0
RA-277,8.334,9.741666667,6.5725,6.8999999999999995,7.5,10.0,8.0689833334,7E,Topázio,16.0,Masculino,,7.5,FIAP School - SP,2024,Privada,0,1.3999999999999995,0
RA-278,8.8,9.2,5.6,6.0,7.417,10.0,7.741,3,Ametista,12.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-278,0.0,9.8,5.63,5.6,8.3775,10.0,7.1935,FASE 4,Ametista,13.0,Masculino,,8.75,,2023,Privada,0,-0.40000000000000036,0
RA-278,9.168,9.855072463666666,7.51,9.333333333333334,7.946666667,10.0,8.907314492800001,5N,Topázio,14.0,Masculino,,8.125,Colégio Arco Íris Evolução,2024,Privada,0,3.7333333333333343,0
RA-279,9.2,9.9,6.3,9.1,8.208,10.0,8.815,3,Topázio,13.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-279,8.8,10.0,6.27,8.9,9.2125,10.0,9.006266667,FASE 4,Topázio,14.0,Masculino,,8.75,,2023,Privada,0,-0.1999999999999993,0
RA-279,9.168,10.0,7.51,9.333333333333334,8.726666667,10.0,9.113133333366667,5N,Topázio,15.0,Masculino,,8.333333333,Colégio Arco Íris Evolução,2024,Privada,0,0.43333333333333357,0
RA-28,7.9,6.1,7.5,5.0,6.333,5.0,6.242,6,Ametista,17.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-280,7.5,9.2,7.5,7.1,7.333,10.0,8.046,3,,13.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-280,6.7,9.5,7.52,6.5,8.7125,10.0,8.189225,FASE 4,Topázio,,Feminino,,8.28125,,2023,Privada,0,-0.5999999999999996,0
RA-280,7.917,9.855072463666666,6.26,9.333333333333334,8.67,10.0,8.822714492700001,5N,Topázio,15.0,Feminino,,8.333333333,Colégio Arco Íris Evolução,2024,Privada,0,2.833333333333334,0
RA-281,6.7,6.9,7.5,5.9,5.625,10.0,6.806,3,Ametista,13.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-282,8.8,6.8,7.5,4.0,5.625,10.0,6.618,3,Ametista,13.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-283,9.6,8.8,7.5,5.6,6.625,5.0,7.131,3,Ágata,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-283,8.3,9.5,7.52,6.8,7.5025,5.0,7.549025,FASE 3,Ametista,15.0,Masculino,,7.03125,,2023,Privada,1,1.2000000000000002,0
RA-283,8.751,9.761904762,6.885,8.0,7.736,5.0,7.9444309524,4N,Ametista,16.0,Masculino,,7.8125,EE Maria André Schunck Dona,2024,Pública,1,1.2000000000000002,0
RA-284,6.7,5.1,5.6,3.8,5.958,10.0,5.939,3,,13.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-285,9.2,4.1,7.5,2.8,5.75,2.5,5.063,3,Ametista,16.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-285,8.3,4.6,2.52,4.7,7.13,2.5,5.380358333,FASE 4,Quartzo,17.0,Feminino,,7.65625,,2023,Privada,1,1.9000000000000004,0
RA-286,7.1,5.8,6.3,3.0,5.625,5.0,5.424,3,,15.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-286,0.0,7.5,5.0,4.7,7.3375,5.0,5.713333333,FASE 4,Quartzo,15.0,Feminino,,8.125,,2023,Privada,1,1.7000000000000002,0
RA-286,6.666,4.031862745000001,6.26,3.1666666666666665,5.7825,5.0,5.123180882333333,5M,Quartzo,16.0,Feminino,,7.34375,EE Donizetti Aparecido Leite Professor,2024,Pública,1,-1.5333333333333337,0
RA-287,7.9,3.4,5.0,1.1,4.292,2.5,3.7,3,,17.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-287,0.0,4.8,2.52,3.9,5.375,2.5,3.745541667,FASE 4,Quartzo,18.0,Feminino,,4.21875,,2023,Privada,1,2.8,0
RA-288,0.0,5.6,6.3,0.0,6.833,2.5,4.097,3,,16.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-289,0.0,7.8,6.3,6.8,7.25,5.0,6.236,3,Ametista,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-29,0.0,4.0,8.8,3.7,7.611,5.0,4.985,6,,17.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-29,,,,,,10.0,,FASE 8,,,Masculino,,,,2023,Privada,0,0.0,0
RA-29,,0.0,,,,10.0,,8E,,19.0,Masculino,,,Faculdade FIAP,2024,Privada,0,0.0,0
RA-290,10.0,3.9,6.3,1.7,6.042,2.5,4.929,3,,17.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-291,8.3,8.2,6.9,8.0,7.792,10.0,8.122,3,,13.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-291,8.8,8.6,7.52,7.1,9.21,10.0,8.493058333,FASE 4,Topázio,14.0,Masculino,,8.90625,,2023,Privada,0,-0.9000000000000004,0
RA-291,8.751,9.737666667,6.26,6.166666666666667,7.5,10.0,7.9319666667333335,7E,Ametista,15.0,Masculino,,7.5,FIAP School - SP,2024,Privada,0,-0.9333333333333327,0
RA-292,7.9,3.7,7.5,1.8,6.292,2.5,4.837,3,,16.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-293,8.8,2.9,7.5,2.3,3.333,10.0,4.875,3,,13.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-294,9.6,5.8,7.5,0.0,5.917,2.5,5.031,3,,18.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-295,7.9,8.0,7.5,6.9,7.375,5.0,7.305,3,,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-295,8.8,8.8,2.52,7.7,9.005,5.0,7.641016667,FASE 4,Ametista,15.0,Feminino,,9.0625,,2023,Privada,1,0.7999999999999998,0
RA-296,8.8,3.6,7.5,2.8,3.833,5.0,4.665,3,,15.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-297,7.1,7.9,6.3,6.6,7.417,10.0,7.478,3,,13.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-298,9.2,6.3,5.6,5.2,5.417,10.0,6.409,3,Ametista,13.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-298,9.6,8.6,2.52,5.5,7.7525,5.0,6.824333333,FASE 3,Agata,14.0,Masculino,,7.5,,2023,Privada,1,0.2999999999999998,0
RA-299,7.1,8.2,5.0,6.8,6.708,10.0,7.278,3,Topázio,13.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-299,0.0,9.6,2.52,6.1,8.005,10.0,6.796541667,FASE 4,Agata,14.0,Feminino,,7.96875,,2023,Privada,0,-0.7000000000000002,0
RA-299,8.751,8.963768115999999,6.26,8.166666666666666,7.5,10.0,8.177186956533333,5N,Topázio,15.0,Feminino,,7.5,Colégio Arco Íris Evolução,2024,Privada,0,2.0666666666666664,0
RA-3,0.0,7.9,5.6,5.6,7.556,10.0,6.591,7,Ametista,17.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-30,8.8,6.4,7.5,7.5,7.333,10.0,7.605,6,,16.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-300,5.4,6.9,6.3,3.1,5.875,5.0,5.557,3,,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-300,5.0,7.5,2.52,4.5,6.5875,5.0,5.616691667,FASE 3,Quartzo,15.0,Masculino,,6.40625,,2023,Privada,1,1.4,0
RA-301,8.8,5.8,5.6,6.3,6.042,10.0,6.802,3,Ametista,13.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-301,9.2,5.4,7.52,5.2,6.465,10.0,6.760341667,FASE 4,Agata,,Feminino,,6.71875,,2023,Privada,0,-1.0999999999999996,0
RA-301,9.168,7.4947368423333325,7.51,9.0,8.21,10.0,8.410830701766667,4M,Topázio,15.0,Feminino,,8.020833333,EE Maria André Schunck Dona,2024,Pública,0,3.8,0
RA-302,9.2,7.7,6.9,4.8,6.208,2.5,6.334,3,,16.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-302,0.0,7.3,5.0,4.3,6.255,5.0,5.314333333,FASE 5,Quartzo,17.0,Masculino,,7.5,,2023,Privada,1,-0.5,0
RA-303,7.5,7.2,7.5,3.9,5.375,5.0,6.03,3,Ametista,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-303,0.0,7.3,7.52,5.1,7.05,5.0,5.914291667,FASE 3,Quartzo,15.0,Masculino,,7.65625,,2023,Privada,1,1.1999999999999997,0
RA-303,8.751,3.9520467836666664,7.51,5.666666666666667,7.535,5.0,6.2443426900666665,4M,Agata,16.0,Masculino,,6.875,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.5666666666666673,0
RA-304,8.8,7.7,7.5,4.3,5.542,5.0,6.355,3,Ametista,15.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-304,0.0,8.8,5.0,5.7,7.835,5.0,6.241583333,FASE 3,Agata,,Masculino,,7.8125,,2023,Privada,1,1.4000000000000004,0
RA-304,10.002,7.826890756333333,7.51,7.166666666666667,5.825,2.5,6.852411484600001,3N,Agata,16.0,Masculino,,6.875,EE Maria André Schunck Dona,2024,Pública,1,1.4666666666666668,0
RA-305,7.9,6.6,7.5,4.8,5.208,5.0,6.058,3,Ametista,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-305,0.0,8.9,7.52,5.2,7.75,5.0,6.394291667,FASE 3,Agata,15.0,Masculino,,7.65625,,2023,Privada,1,0.40000000000000036,0
RA-305,8.334,7.898550724666666,6.26,4.833333333333333,7.03,5.0,6.693026811600001,4N,Agata,16.0,Masculino,,7.8125,EE Maria André Schunck Dona,2024,Pública,1,-0.36666666666666714,0
RA-306,8.3,6.8,7.5,5.2,5.958,5.0,6.427,3,,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-306,0.0,7.9,6.26,4.0,7.46,5.0,5.732375,FASE 4,Quartzo,,Feminino,,7.34375,,2023,Privada,1,-1.2000000000000002,0
RA-306,7.917,7.699561403666666,7.51,2.8333333333333335,6.4125,5.0,6.1661539474,5M,Agata,16.0,Feminino,,7.34375,EE Donizetti Aparecido Leite Professor,2024,Pública,1,-1.1666666666666665,0
RA-307,5.4,4.5,7.5,2.5,4.708,5.0,4.733,3,,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-307,0.0,6.5,7.52,6.3,7.46,5.0,6.047333333,FASE 3,Agata,,Masculino,,7.5,,2023,Privada,1,3.8,0
RA-308,7.9,7.4,6.9,5.0,6.167,10.0,6.93,3,Ametista,13.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-308,5.4,6.8,5.0,4.9,7.5025,10.0,6.578558333,FASE 4,Agata,14.0,Masculino,,7.03125,,2023,Privada,0,-0.09999999999999964,0
RA-308,7.083,8.714912280666667,5.635,6.5,7.1225,10.0,7.489282456133334,5M,Ametista,15.0,Masculino,,7.5,EE Leonice de Aquino Oliveira,2024,Pública,0,1.5999999999999996,0
RA-309,9.2,5.2,7.5,6.5,5.083,5.0,6.151,3,,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-31,10.0,9.5,9.4,8.0,10.0,5.0,8.843,6,Topázio,17.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-31,,,,,,10.0,,FASE 8,,18.0,Feminino,,,,2023,Privada,0,0.0,0
RA-31,,0.0,,,,10.0,,8E,,19.0,Feminino,,,ESPM,2024,Privada,0,0.0,0
RA-310,7.9,7.5,7.5,4.5,6.0,5.0,6.4,3,,15.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-311,7.9,5.6,5.0,5.2,6.222,2.5,5.652,3,,16.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-312,9.6,8.1,7.5,5.2,6.167,10.0,7.339,3,,13.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-313,7.5,7.0,5.0,4.1,5.889,5.0,5.8,3,,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-313,9.2,8.7,2.52,3.9,7.75,10.0,7.011091667,FASE 4,Ametista,14.0,Feminino,,7.65625,,2023,Privada,0,-0.19999999999999973,0
RA-313,8.751,9.666666666666666,5.63,4.833333333333333,8.1675,5.0,7.2528500000000005,4L,Ametista,15.0,Feminino,,7.8125,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.9333333333333331,0
RA-314,5.4,5.4,5.0,5.3,6.0,10.0,6.1,3,,13.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-315,6.7,5.1,7.5,3.0,5.056,10.0,5.672,3,,13.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-315,0.0,6.8,5.0,6.3,7.8375,5.0,5.977708333,FASE 3,Quartzo,,Feminino,,7.96875,,2023,Privada,1,3.3,0
RA-315,0.0,5.918518518666667,7.51,6.833333333333333,7.6275,5.0,6.0768703704,4M,Agata,15.0,Feminino,,7.5,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.5333333333333332,0
RA-316,10.0,10.0,6.9,6.1,8.389,5.0,7.889,3,,14.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-316,10.0,9.5,7.52,5.7,8.96,10.0,8.436908333,FASE 4,Topázio,14.0,Feminino,,8.59375,,2023,Privada,0,-0.39999999999999947,0
RA-316,9.168,10.0,7.51,8.0,8.3775,10.0,8.708925,5M,Topázio,15.0,Feminino,,7.65625,Colégio Arco Íris Evolução,2024,Privada,0,2.3,0
RA-317,8.8,5.6,7.5,6.8,5.944,10.0,7.04,3,,13.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-318,8.3,6.9,6.9,5.8,6.111,5.0,6.527,3,Ágata,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-318,7.9,8.1,6.26,4.9,7.71,5.0,6.856575,FASE 4,Agata,15.0,Feminino,,7.96875,,2023,Privada,1,-0.8999999999999995,0
RA-318,7.917,9.129629629666667,7.51,4.666666666666667,7.443333333,5.0,7.025000925866668,5L,Ametista,16.0,Feminino,,7.34375,EE Donizetti Aparecido Leite Professor,2024,Pública,1,-0.2333333333333334,0
RA-319,9.2,7.7,7.5,5.2,7.5,10.0,7.448,3,,13.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-319,9.6,9.2,5.0,7.2,8.88,10.0,8.367208333,FASE 4,Topázio,,Masculino,,8.59375,,2023,Privada,0,2.0,0
RA-319,9.585,9.024122807,7.51,5.833333333333333,7.666666667,10.0,7.948699561466667,5L,Ametista,15.0,Masculino,,7.34375,EE Donizetti Aparecido Leite Professor,2024,Pública,0,-1.3666666666666671,0
RA-32,8.8,5.2,8.8,6.1,7.944,10.0,7.37,6,Ametista,16.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-32,0.0,8.2,3.77,7.9,6.8775,10.0,6.716666667,FASE 7,Agata,,Feminino,,7.375,,2023,Privada,0,1.8000000000000007,0
RA-320,8.8,10.0,6.9,6.4,8.667,5.0,7.897,3,,14.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-320,9.2,9.9,7.52,5.5,8.96,10.0,8.393508333,FASE 4,Topázio,14.0,Feminino,,8.59375,,2023,Privada,0,-0.9000000000000004,0
RA-320,9.168,10.0,7.51,6.666666666666667,8.3775,10.0,8.442258333333335,5M,Topázio,15.0,Feminino,,7.65625,Colégio Arco Íris Evolução,2024,Privada,0,1.166666666666667,0
RA-321,9.2,9.1,5.6,5.2,8.278,10.0,7.792,3,,12.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-321,8.3,9.4,2.52,6.2,8.42,10.0,7.695233333,FASE 4,Ametista,13.0,Feminino,,8.125,,2023,Privada,0,1.0,0
RA-321,7.917,9.534706331,6.26,7.166666666666667,7.776666667,10.0,8.125807932933334,5N,Topázio,14.0,Feminino,,8.125,EE Donizetti Aparecido Leite Professor,2024,Pública,0,0.9666666666666668,0
RA-322,7.1,8.1,5.0,4.7,6.778,10.0,6.859,3,,13.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-322,6.7,8.3,2.52,5.3,8.045,10.0,7.037808333,FASE 4,Ametista,14.0,Feminino,,7.96875,,2023,Privada,0,0.5999999999999996,0
RA-323,9.2,7.3,7.5,3.4,6.611,10.0,6.86,3,,13.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-324,10.0,9.3,6.9,6.8,8.611,10.0,8.27,2,,10.0,Feminino,Sim,,,2022,Privada,0,0.0,1
RA-324,5.8,9.0,2.52,8.4,7.5875,10.0,7.6354,FASE 2,Ametista,,Feminino,,8.125,,2023,Privada,0,1.6000000000000005,0
RA-325,9.5,6.8,7.5,6.0,8.444,10.0,7.619,2,,10.0,Masculino,Sim,,,2022,Privada,0,0.0,1
RA-325,0.0,7.1,5.0,5.6,7.0025,10.0,6.243,FASE 2,Agata,11.0,Masculino,,8.125,,2023,Privada,0,-0.40000000000000036,0
RA-325,9.168,9.866666666666667,7.51,7.0,7.553333333,10.0,8.385133333233336,3C,Topázio,12.0,Masculino,,8.333333333,EE Paschoal Carlos Magno,2024,Pública,0,1.4000000000000004,0
RA-326,10.0,9.7,5.0,9.0,8.944,5.0,8.22,2,,12.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-326,9.6,9.4,3.14,8.2,9.76,10.0,8.65075,FASE 3,Topázio,13.0,Feminino,,9.0625,,2023,Privada,0,-0.8000000000000007,0
RA-326,9.168,8.973112128333334,6.26,9.333333333333334,8.704,10.0,8.832389092333335,4A,Topázio,14.0,Feminino,,8.875,Recanto Betânia Centro Educacional,2024,Privada,0,1.1333333333333346,0
RA-327,8.5,8.8,7.5,2.8,7.333,10.0,6.986,2,,11.0,Masculino,Não,,,2022,Privada,0,0.0,1
